Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,FOR,AGAINST,Totals
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0118,460,148,608,743,81.83%,436,99,535
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0119,1924,1265,3189,4892,65.19%,2093,503,2596
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0120,1197,632,1829,2986,61.25%,1202,354,1556
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0121,189,243,432,669,64.57%,231,64,295
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0122,895,349,1244,2199,56.57%,670,213,883
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0123,440,350,790,1356,58.26%,475,229,704
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0124,3522,1281,4803,5952,80.70%,3094,600,3694
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0125,896,534,1430,2281,62.69%,879,231,1110
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0126,1630,407,2037,2799,72.78%,1180,334,1514
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0128,936,736,1672,2257,74.08%,1132,343,1475
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0129,2294,1449,3743,5495,68.12%,2528,675,3203
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0130,1201,523,1724,2240,76.96%,1081,387,1468
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0131,257,124,381,906,42.05%,220,77,297
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0132,1119,397,1516,2449,61.90%,809,254,1063
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0133,1083,940,2023,2605,77.66%,1423,396,1819
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0134,419,392,811,1444,56.16%,498,179,677
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0135,1424,634,2058,2750,74.84%,1421,386,1807
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0136,981,451,1432,2111,67.84%,910,279,1189
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0137,305,193,498,740,67.30%,310,126,436
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0138,661,259,920,1749,52.60%,461,156,617
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0139,1290,747,2037,2746,74.18%,1372,410,1782
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0140,1311,683,1994,3104,64.24%,1302,369,1671
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0142,212,171,383,870,44.02%,219,65,284
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0143,2993,660,3653,4598,79.45%,2346,492,2838
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0144,476,204,680,1143,59.49%,359,103,462
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0145,663,245,908,1580,57.47%,479,119,598
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0146,759,614,1373,1953,70.30%,919,302,1221
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0147,1255,485,1740,2813,61.86%,1007,348,1355
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0148,908,924,1832,2467,74.26%,1137,534,1671
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0149,2859,1322,4181,6103,68.51%,2672,524,3196
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0150,539,207,746,1212,61.55%,364,129,493
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0151,316,148,464,846,54.85%,229,60,289
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0152,483,602,1085,2701,40.17%,645,199,844
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0153,328,437,765,1755,43.59%,441,148,589
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0154,593,360,953,2133,44.68%,584,174,758
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0155,1957,834,2791,4087,68.29%,1810,389,2199
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0156,1427,457,1884,3134,60.11%,1071,375,1446
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0157,881,382,1263,2311,54.65%,623,237,860
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0158,1304,435,1739,3016,57.66%,994,260,1254
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0159,313,187,500,976,51.23%,316,62,378
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0160,246,140,386,688,56.10%,201,47,248
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0161,395,190,585,1030,56.80%,322,84,406
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0162,232,262,494,1249,39.55%,264,79,343
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0163,0,2,2,0,0.00%,0,1,1
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0164,505,304,809,1434,56.42%,424,100,524
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0165,918,557,1475,2284,64.58%,972,312,1284
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0166,281,311,592,1016,58.27%,368,152,520
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0167,5,2,7,23,30.43%,5,1,6
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0168,188,126,314,519,60.50%,154,48,202
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0169,1059,433,1492,2531,58.95%,760,296,1056
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0171,514,294,808,1613,50.09%,409,113,522
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0172,161,147,308,600,51.33%,188,76,264
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0173,1798,619,2417,3105,77.84%,1557,358,1915
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0174,0,3,3,0,0.00%,2,0,2
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0175,1064,867,1931,2506,77.06%,1328,413,1741
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0176,626,530,1156,1581,73.12%,779,250,1029
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0177,672,385,1057,1478,71.52%,724,199,923
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0178,913,368,1281,1718,74.56%,844,292,1136
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0179,449,321,770,1508,51.06%,485,131,616
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0180,966,552,1518,2795,54.31%,805,249,1054
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0181,416,514,930,1968,47.26%,526,164,690
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0182,1321,1081,2402,3289,73.03%,1710,434,2144
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0183,970,943,1913,2451,78.05%,1324,379,1703
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0184,214,256,470,969,48.50%,276,61,337
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0185,592,494,1086,1910,56.86%,615,208,823
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0186,204,170,374,795,47.04%,173,60,233
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0187,48,65,113,309,36.57%,62,23,85
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0189,492,473,965,1453,66.41%,624,230,854
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0192,745,332,1078,2045,52.71%,579,198,777
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0193,341,269,610,1050,58.10%,329,106,435
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0194,704,504,1208,1735,69.63%,782,295,1077
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0195,539,419,958,1721,55.67%,534,185,719
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0196,121,55,176,323,54.49%,104,34,138
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0197,1109,497,1606,2895,55.47%,818,306,1124
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0198,143,158,301,657,45.81%,140,50,190
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0199,1407,773,2180,3159,69.01%,1331,476,1807
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0200,1638,585,2223,3222,68.99%,1542,419,1961
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0201,229,125,354,728,48.63%,186,63,249
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0202,488,332,820,1479,55.44%,448,111,559
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0203,266,156,422,900,46.89%,258,55,313
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0204,1489,914,2403,3462,69.41%,1546,591,2137
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0205,856,201,1057,1667,63.41%,513,195,708
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0206,651,659,1310,2662,49.21%,807,316,1123
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0207,409,310,719,1144,62.85%,443,187,630
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0208,6,40,46,0,0.00%,17,1,18
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0209,0,4,4,0,0.00%,3,0,3
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0210,1013,542,1555,2300,67.61%,997,292,1289
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0211,710,686,1396,2797,49.91%,800,253,1053
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0212,218,314,532,1266,42.02%,305,76,381
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0213,1603,939,2542,3308,76.84%,1815,384,2199
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0214,798,544,1342,1795,74.76%,918,260,1178
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0215,844,785,1630,2168,75.18%,1090,323,1413
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0216,784,320,1104,1917,57.59%,670,167,837
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0217,1396,651,2047,2637,77.63%,1405,404,1809
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0218,690,608,1298,2274,57.08%,790,298,1088
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0219,1117,587,1704,2654,64.20%,992,272,1264
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0220,0,5,5,0,0.00%,4,1,5
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0221,699,611,1310,2489,52.63%,748,271,1019
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0222,1000,792,1792,2384,75.17%,1166,473,1639
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0223,1350,780,2110,3528,59.81%,1475,358,1833
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0224,894,849,1543,2259,88.30%,1021,342,1383
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0225,724,559,1283,2205,58.19%,778,147,923
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0228,529,545,1074,2393,44.88%,859,189,828
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0227,947,451,1398,1787,79.12%,958,285,1241
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0228,583,185,748,1073,89.71%,503,154,857
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0229,0,0,0,0,0.00%,0,0,0
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0230,421,153,574,1098,52.37%,288,88,354
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0231,582,471,1033,2219,48.55%,807,194,801
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0232,885,548,1231,1898,72.58%,839,288,1107
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0233,1828,1083,2889,4132,89.92%,1927,577,2504
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0234,2088,885,2973,3854,77.14%,2003,514,2517
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0235,488,242,708,1305,54.25%,384,138,522
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0238,779,342,1121,2144,52.29%,598,179,775
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0237,793,441,1234,2181,58.58%,891,179,870
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0238,840,422,1082,1901,55.87%,811,123,734
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0239,785,357,1122,1997,58.18%,817,170,787
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0240,1157,402,1559,2888,58.00%,828,288,1118
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0241,494,479,973,2298,42.38%,577,125,702
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0243,254,50,304,452,87.28%,182,37,219
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0244,1100,858,1758,2912,80.30%,1091,243,1334
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0245,2340,1115,3455,5239,85.95%,1988,452,2418
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0248,1584,824,2208,2999,73.82%,1283,324,1807
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0247,421,403,824,1807,51.28%,405,201,808
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0252,1111,358,1487,2350,82.43%,818,228,842
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0253,923,325,1248,2252,55.42%,537,191,728
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0254,71,74,145,378,38.38%,80,24,104
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0255,995,797,1792,2411,74.33%,1224,378,1800
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0258,1059,788,1825,3228,58.57%,1121,382,1503
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0257,553,571,1124,2403,48.77%,888,175,841
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0258,1577,888,2485,3288,75.02%,1838,497,2135
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0259,1210,450,1870,2408,89.35%,1001,248,1249
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0280,420,290,710,1187,59.81%,438,91,529
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0281,178,133,309,749,41.28%,194,58,250
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0262,1470,906,2376,4232,56.14%,1542,437,1979
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0263,1785,719,2504,3319,75.44%,1410,373,1783
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0264,936,639,1575,2939,53.59%,1009,290,1299
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0265,1936,674,2610,3617,72.16%,1764,421,2185
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0266,552,542,1094,2119,51.63%,609,220,829
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0268,931,810,1741,2387,72.94%,1243,288,1531
"Metropolitan Transit Authority, Referendum on Street Improvement Mobility Program",0269,1143,444,1587,1981,80.11%,1078,293,1371
