Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0048,371,193,564,992,56.85%,266,111,377
"City of Houston, Proposition D",0049,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0052,970,620,1590,2299,69.16%,812,542,1354
"City of Houston, Proposition D",0053,1102,884,1986,2808,70.73%,1130,564,1694
"City of Houston, Proposition D",0054,606,402,1008,1408,71.59%,522,345,867
"City of Houston, Proposition D",0055,441,394,835,1305,63.98%,425,272,697
"City of Houston, Proposition D",0056,548,307,855,1285,66.54%,383,332,715
"City of Houston, Proposition D",0057,1273,955,2229,3062,72.80%,1337,663,2000
"City of Houston, Proposition D",0058,881,747,1628,2521,64.58%,804,557,1361
"City of Houston, Proposition D",0059,914,751,1665,2283,72.93%,951,471,1422
"City of Houston, Proposition D",0060,839,664,1503,2263,66.42%,940,359,1299
"City of Houston, Proposition D",0061,411,519,930,2189,42.49%,449,201,650
"City of Houston, Proposition D",0062,419,528,947,2190,43.24%,459,207,666
"City of Houston, Proposition D",0064,410,420,830,2090,39.71%,415,154,569
"City of Houston, Proposition D",0065,404,532,936,21,78,42.98%,464,1,80,644
"City of Houston, Proposition D",0066,172,279,451,1090,41.38%,222,67,289
"City of Houston, Proposition D",0067,664,574,1238,2742,45.15%,630,257,887
"City of Houston, Proposition D",0068,1198,486,1684,2782,60.53%,775,306,1081
"City of Houston, Proposition D",0069,218,284,502,1303,38.53%,224,101,325
"City of Houston, Proposition D",0070,1633,726,2359,3142,75.08%,1080,908,1988
"City of Houston, Proposition D",0071,1419,948,2367,3662,64.64%,1077,867,1944
"City of Houston, Proposition D",0072,441,562,1003,1882,53.29%,532,235,767
"City of Houston, Proposition D",0073,499,496,995,1494,66.60%,484,385,869
"City of Houston, Proposition D",0074,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition D",0075,481,370,851,1329,64.03%,444,280,724
"City of Houston, Proposition D",0076,731,480,1211,2009,60.28%,480,427,907
"City of Houston, Proposition D",0077,168,81,249,565,44.07%,122,47,169
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0078,359,344,703,1479,47.53%,379,173,552
"City of Houston, Proposition D",0079,511,717,1228,2959,41.50%,580,250,830
"City of Houston, Proposition D",0080,1159,481,1640,2712,60.47%,757,395,1152
"City of Houston, Proposition D",0081,0,3,3,1,300.00%,2,1,3
"City of Houston, Proposition D",0083,126,92,218,491,44.40%,95,75,170
"City of Houston, Proposition D",0085,730,548,1278,2079,61.47%,708,225,933
"City of Houston, Proposition D",0086,1054,689,1743,2637,66.10%,834,618,1452
"City of Houston, Proposition D",0092,1105,534,1639,2228,73.56%,759,602,1361
"City of Houston, Proposition D",0094,148,104,252,537,46.93%,138,55,193
"City of Houston, Proposition D",0095,1684,671,2355,3179,74.08%,1029,945,1974
"City of Houston, Proposition D",0096,364,237,601,1241,48.43%,333,87,420
"City of Houston, Proposition D",0097,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0098,874,607,1481,2403,61.63%,384,693,1077
"City of Houston, Proposition D",0101,149,140,289,722,40.03%,156,41,197
"City of Houston, Proposition D",0102,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition D",0104,992,238,1230,1847,66.59%,466,233,699
"City of Houston, Proposition D",0105,462,453,915,2153,42.50%,456,215,671
"City of Houston, Proposition D",0106,0,3,3,1,300.00%,1,0,1
"City of Houston, Proposition D",0107,412,441,853,1905,44.78%,414,171,585
"City of Houston, Proposition D",0108,0,3,3,0,0.00%,1,1,2
"City of Houston, Proposition D",0109,1101,368,1469,2663,55.16%,637,391,1028
"City of Houston, Proposition D",0111,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0115,598,305,903,1764,51.19%,359,178,537
"City of Houston, Proposition D",0117,398,462,860,1878,45.79%,379,263,642
"City of Houston, Proposition D",0118,460,148,608,743,81.83%,235,280,515
"City of Houston, Proposition D",0119,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0120,1197,632,1829,2986,61.25%,780,712,1492
"City of Houston, Proposition D",0121,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0122,895,349,1244,2199,56.57%,577,215,792
"City of Houston, Proposition D",0123,440,350,790,1356,58.26%,509,146,655
"City of Houston, Proposition D",0124,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0125,0,3,3,0,0.00%,0,1,1
"City of Houston, Proposition D",0126,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0129,2294,1449,3743,5495,68.12%,1678,1338,3016
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0130,1201,523,1724,2240,76.96%,652,757,1409
"City of Houston, Proposition D",0131,257,124,381,906,42.05%,166,113,279
"City of Houston, Proposition D",0132,1119,397,1516,2449,61.90%,658,296,954
"City of Houston, Proposition D",0133,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0134,419,392,811,1444,56.16%,364,294,658
"City of Houston, Proposition D",0135,1424,634,2058,2750,74.84%,980,732,1712
"City of Houston, Proposition D",0136,981,451,1432,2111,67.84%,813,280,1093
"City of Houston, Proposition D",0137,305,193,498,740,67.30%,296,128,424
"City of Houston, Proposition D",0138,661,259,920,1749,52.60%,398,142,540
"City of Houston, Proposition D",0139,1290,747,2037,2746,74.18%,1084,597,1681
"City of Houston, Proposition D",0140,1311,683,1994,3104,64.24%,1132,457,1589
"City of Houston, Proposition D",0141,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0142,212,171,383,870,44.02%,182,95,277
"City of Houston, Proposition D",0143,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0144,476,204,680,1143,59.49%,278,107,385
"City of Houston, Proposition D",0145,663,245,908,1580,57.47%,378,156,534
"City of Houston, Proposition D",0146,759,614,1373,1953,70.30%,762,417,1179
"City of Houston, Proposition D",0147,1255,485,1740,2813,61.86%,842,432,1274
"City of Houston, Proposition D",0148,908,924,1832,2467,74.26%,1130,490,1620
"City of Houston, Proposition D",0149,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0150,539,207,746,1212,61.55%,307,130,437
"City of Houston, Proposition D",0151,316,148,464,846,54.85%,197,65,262
"City of Houston, Proposition D",0152,482,601,1083,2695,40.19%,539,244,783
"City of Houston, Proposition D",0153,328,437,765,1755,43.59%,365,189,554
"City of Houston, Proposition D",0154,593,360,953,2133,44.68%,486,217,703
"City of Houston, Proposition D",0156,1427,457,1884,3134,60.11%,955,384,1339
"City of Houston, Proposition D",0157,881,382,1263,2311,54.65%,532,265,797
"City of Houston, Proposition D",0158,1304,435,1739,3016,57.66%,843,286,1129
"City of Houston, Proposition D",0159,313,187,500,976,51.23%,277,80,357
"City of Houston, Proposition D",0160,246,140,386,688,56.10%,173,60,233
"City of Houston, Proposition D",0161,395,190,585,1030,56.80%,278,85,363
"City of Houston, Proposition D",0162,232,262,494,1249,39.55%,214,97,311
"City of Houston, Proposition D",0163,0,2,2,0,0.00%,0,0,0
"City of Houston, Proposition D",0164,505,304,809,1434,56.42%,375,101,476
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0165,918,557,1475,2284,64.58%,670,582,1252
"City of Houston, Proposition D",0166,281,311,592,1016,58.27%,313,173,486
"City of Houston, Proposition D",0167,5,2,7,23,30.43%,5,1,6
"City of Houston, Proposition D",0168,188,126,314,519,60.50%,123,48,171
"City of Houston, Proposition D",0169,1059,433,1492,2531,58.95%,674,292,966
"City of Houston, Proposition D",0171,514,294,808,1613,50.09%,337,130,467
"City of Houston, Proposition D",0172,161,147,308,600,51.33%,158,91,249
"City of Houston, Proposition D",0174,0,3,3,0,0.00%,0,2,2
"City of Houston, Proposition D",0175,1064,867,1931,2506,77.06%,1059,628,1687
"City of Houston, Proposition D",0176,626,530,1156,1581,73.12%,613,367,980
"City of Houston, Proposition D",0177,672,385,1057,1478,71.52%,531,350,881
"City of Houston, Proposition D",0178,913,368,1281,1718,74.56%,588,513,1101
"City of Houston, Proposition D",0179,449,321,770,1508,51.06%,370,232,602
"City of Houston, Proposition D",0180,966,552,1518,2795,54.31%,713,279,992
"City of Houston, Proposition D",0181,416,514,930,1968,47.26%,457,221,678
"City of Houston, Proposition D",0182,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0184,214,256,470,969,48.50%,213,104,317
"City of Houston, Proposition D",0185,592,494,1086,1910,56.86%,474,296,770
"City of Houston, Proposition D",0186,204,170,374,795,47.04%,151,58,209
"City of Houston, Proposition D",0187,48,65,113,309,36.57%,54,23,77
"City of Houston, Proposition D",0189,492,473,965,1453,66.41%,472,339,811
"City of Houston, Proposition D",0192,746,332,1078,2045,52.71%,503,192,695
"City of Houston, Proposition D",0193,341,269,610,1050,58.10%,281,114,395
"City of Houston, Proposition D",0194,704,504,1208,1735,69.63%,677,336,1013
"City of Houston, Proposition D",0195,539,419,958,1721,55.67%,453,192,645
"City of Houston, Proposition D",0196,121,55,176,323,54.49%,95,29,124
"City of Houston, Proposition D",0197,1109,497,1606,2895,55.47%,703,301,1004
"City of Houston, Proposition D",0198,143,158,301,657,45.81%,127,39,166
"City of Houston, Proposition D",0199,1407,773,2180,3159,69.01%,630,1111,1741
"City of Houston, Proposition D",0200,1638,585,2223,3222,68.99%,1190,699,1889
"City of Houston, Proposition D",0201,229,125,354,728,48.63%,170,64,234
"City of Houston, Proposition D",0202,488,332,820,1479,55.44%,405,120,525
"City of Houston, Proposition D",0203,266,156,422,900,46.89%,193,95,288
"City of Houston, Proposition D",0204,1489,914,2403,3462,69.41%,1051,986,2037
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0205,856,201,1057,1667,63.41%,418,221,639
"City of Houston, Proposition D",0206,651,659,1310,2662,49.21%,720,356,1076
"City of Houston, Proposition D",0207,409,310,719,1144,62.85%,379,220,599
"City of Houston, Proposition D",0208,6,40,46,0,0.00%,14,3,17
"City of Houston, Proposition D",0209,0,4,4,0,0.00%,1,2,3
"City of Houston, Proposition D",0210,1013,542,1555,2300,67.61%,841,347,1188
"City of Houston, Proposition D",0211,710,686,1396,2797,49.91%,651,339,990
"City of Houston, Proposition D",0212,218,314,532,1266,42.02%,249,104,353
"City of Houston, Proposition D",0215,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0216,784,320,1104,1917,57.59%,541,224,765
"City of Houston, Proposition D",0217,1396,651,2047,2637,77.63%,1028,713,1741
"City of Houston, Proposition D",0218,690,608,1298,2274,57.08%,703,333,1036
"City of Houston, Proposition D",0219,1117,587,1704,2654,64.20%,848,320,1168
"City of Houston, Proposition D",0220,0,5,5,0,0.00%,1,4,5
"City of Houston, Proposition D",0221,699,611,1310,2489,52.63%,558,432,990
"City of Houston, Proposition D",0222,1000,792,1792,2384,75.17%,1089,507,1596
"City of Houston, Proposition D",0223,1350,760,2110,3528,59.81%,1256,473,1729
"City of Houston, Proposition D",0224,894,649,1543,2259,68.30%,821,466,1287
"City of Houston, Proposition D",0225,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0226,529,545,1074,2393,44.88%,532,230,762
"City of Houston, Proposition D",0227,947,451,1398,1767,79.12%,649,540,1189
"City of Houston, Proposition D",0228,583,165,748,1073,69.71%,449,178,627
"City of Houston, Proposition D",0229,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0230,421,153,574,1096,52.37%,220,97,317
"City of Houston, Proposition D",0231,562,471,1033,2219,46.55%,506,268,774
"City of Houston, Proposition D",0232,685,546,1231,1696,72.58%,654,415,1069
"City of Houston, Proposition D",0233,1826,1063,2889,4132,69.92%,1464,912,2376
"City of Houston, Proposition D",0234,2088,885,2973,3854,77.14%,1230,1157,2387
"City of Houston, Proposition D",0235,466,242,708,1305,54.25%,356,138,494
"City of Houston, Proposition D",0236,779,342,1121,2144,52.29%,507,203,710
"City of Houston, Proposition D",0237,793,441,1234,2181,56.58%,512,249,761
"City of Houston, Proposition D",0238,640,422,1062,1901,55.87%,475,165,640
"City of Houston, Proposition D",0239,765,357,1122,1997,56.18%,512,196,708
"City of Houston, Proposition D",0240,1157,402,1559,2688,58.00%,711,311,1022
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0243,254,50,304,452,67.26%,144,51,195
"City of Houston, Proposition D",0247,421,403,824,1607,51.28%,396,170,566
"City of Houston, Proposition D",0252,1111,356,1467,2350,62.43%,508,255,763
"City of Houston, Proposition D",0253,923,325,1248,2252,55.42%,451,210,661
"City of Houston, Proposition D",0254,71,74,145,378,38.36%,57,44,101
"City of Houston, Proposition D",0255,995,797,1792,2411,74.33%,966,563,1529
"City of Houston, Proposition D",0256,1059,766,1825,3226,56.57%,903,517,1420
"City of Houston, Proposition D",0257,553,571,1124,2403,46.77%,544,235,779
"City of Houston, Proposition D",0258,1577,888,2465,3286,75.02%,1014,998,2012
"City of Houston, Proposition D",0259,1210,460,1670,2408,69.35%,779,414,1193
"City of Houston, Proposition D",0260,0,5,5,0,0.00%,5,0,5
"City of Houston, Proposition D",0261,176,133,309,749,41.26%,149,91,240
"City of Houston, Proposition D",0262,1470,906,2376,4232,56.14%,1052,812,1864
"City of Houston, Proposition D",0264,936,639,1575,2939,53.59%,685,572,1257
"City of Houston, Proposition D",0265,1934,666,2600,3617,71.88%,1145,961,2106
"City of Houston, Proposition D",0266,552,542,1094,2119,51.63%,480,312,792
"City of Houston, Proposition D",0269,1143,444,1587,1981,80.11%,653,646,1299
"City of Houston, Proposition D",0270,1401,870,2271,3517,64.57%,1041,840,1881
"City of Houston, Proposition D",0271,1303,371,1674,2469,67.80%,814,341,1155
"City of Houston, Proposition D",0272,610,484,1094,2112,51.80%,547,311,858
"City of Houston, Proposition D",0274,1008,355,1363,1997,68.25%,619,500,1119
"City of Houston, Proposition D",0275,567,410,977,1730,56.47%,525,192,717
"City of Houston, Proposition D",0276,1139,404,1543,2532,60.94%,726,279,1005
"City of Houston, Proposition D",0280,303,360,663,1515,43.76%,307,159,466
"City of Houston, Proposition D",0281,1087,903,1990,2610,76.25%,1138,590,1728
"City of Houston, Proposition D",0282,690,591,1281,1988,64.44%,575,475,1050
"City of Houston, Proposition D",0283,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0284,1135,595,1730,3262,53.03%,863,451,1314
"City of Houston, Proposition D",0285,988,509,1497,2505,59.76%,707,292,999
"City of Houston, Proposition D",0286,2657,1053,3710,5719,64.87%,1942,816,2758
"City of Houston, Proposition D",0287,647,542,1189,1616,73.58%,615,393,1008
"City of Houston, Proposition D",0288,1036,380,1416,2259,62.68%,666,273,939
"City of Houston, Proposition D",0289,374,397,771,1510,51.06%,335,228,563
"City of Houston, Proposition D",0291,541,298,839,1203,69.74%,415,293,708
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0292,477,236,713,1272,56.05%,313,152,465
"City of Houston, Proposition D",0293,620,557,1177,1733,67.92%,600,352,952
"City of Houston, Proposition D",0294,989,298,1287,2107,61.08%,620,239,859
"City of Houston, Proposition D",0295,314,189,503,862,58.35%,236,73,309
"City of Houston, Proposition D",0296,602,432,1034,1693,61.08%,456,349,805
"City of Houston, Proposition D",0297,576,445,1021,1978,51.62%,458,255,713
"City of Houston, Proposition D",0298,847,475,1322,2083,63.47%,566,494,1060
"City of Houston, Proposition D",0299,328,213,541,1231,43.95%,266,125,391
"City of Houston, Proposition D",0303,1772,755,2527,3172,79.67%,966,1039,2005
"City of Houston, Proposition D",0304,970,648,1618,2266,71.40%,824,546,1370
"City of Houston, Proposition D",0306,1013,323,1336,1847,72.33%,561,534,1095
"City of Houston, Proposition D",0308,444,238,682,1266,53.87%,324,178,502
"City of Houston, Proposition D",0309,1385,612,1997,2529,78.96%,837,856,1693
"City of Houston, Proposition D",0310,617,348,965,1437,67.15%,409,348,757
"City of Houston, Proposition D",0311,852,699,1561,2997,52.09%,625,480,1105
"City of Houston, Proposition D",0312,1559,711,2270,3588,63.27%,1070,698,1768
"City of Houston, Proposition D",0313,22,1,23,60,38.33%,5,11,16
"City of Houston, Proposition D",0315,711,479,1190,1618,73.55%,558,429,987
"City of Houston, Proposition D",0316,682,411,1093,1522,71.81%,587,348,935
"City of Houston, Proposition D",0317,551,336,887,1469,60.38%,526,160,686
"City of Houston, Proposition D",0318,1708,511,2319,3531,65.68%,1294,438,1732
"City of Houston, Proposition D",0319,965,290,1255,2081,60.31%,665,250,915
"City of Houston, Proposition D",0320,19,20,39,82,47.56%,23,3,26
"City of Houston, Proposition D",0321,222,146,368,869,42.35%,157,120,277
"City of Houston, Proposition D",0322,397,237,634,1322,47.96%,329,146,475
"City of Houston, Proposition D",0323,482,332,814,1719,47.35%,382,276,658
"City of Houston, Proposition D",0324,957,718,1685,2339,72.04%,752,714,1466
"City of Houston, Proposition D",0325,656,397,1053,2251,46.78%,500,232,732
"City of Houston, Proposition D",0326,202,128,330,678,48.67%,143,97,240
"City of Houston, Proposition D",0327,726,244,970,1751,55.40%,373,225,598
"City of Houston, Proposition D",0328,344,270,614,1361,45.11%,239,179,418
"City of Houston, Proposition D",0329,405,307,712,1367,52.08%,327,183,510
"City of Houston, Proposition D",0330,590,376,966,1849,52.24%,501,256,757
"City of Houston, Proposition D",0331,0,1,1,0,0.00%,1,0,1
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0332,23,4,27,128,21.09%,11,10,21
"City of Houston, Proposition D",0334,205,91,296,603,49.09%,146,39,185
"City of Houston, Proposition D",0335,285,246,531,1227,43.28%,241,107,348
"City of Houston, Proposition D",0336,1818,588,2406,3161,76.12%,1315,481,1796
"City of Houston, Proposition D",0337,309,206,515,951,54.15%,276,110,386
"City of Houston, Proposition D",0338,1437,766,2203,4392,50.16%,1022,455,1477
"City of Houston, Proposition D",0339,369,373,742,1716,43.24%,382,153,535
"City of Houston, Proposition D",0340,1446,748,2194,3162,69.39%,729,1061,1790
"City of Houston, Proposition D",0341,246,316,562,1248,45.03%,275,129,404
"City of Houston, Proposition D",0342,215,176,391,1167,33.50%,185,62,247
"City of Houston, Proposition D",0343,436,483,919,1904,48.27%,414,227,641
"City of Houston, Proposition D",0344,395,245,640,1207,53.02%,262,114,376
"City of Houston, Proposition D",0345,428,357,785,1708,45.96%,431,146,577
"City of Houston, Proposition D",0346,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0347,96,59,155,341,45.45%,66,31,97
"City of Houston, Proposition D",0350,1112,780,1892,2906,65.11%,1096,464,1560
"City of Houston, Proposition D",0351,250,59,309,412,75.00%,94,157,251
"City of Houston, Proposition D",0353,22,14,36,131,27.48%,16,5,21
"City of Houston, Proposition D",0354,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0355,700,286,986,1384,71.24%,473,221,694
"City of Houston, Proposition D",0356,1382,618,2000,2836,70.52%,901,743,1644
"City of Houston, Proposition D",0357,1633,709,2342,3371,69.47%,848,1047,1895
"City of Houston, Proposition D",0358,466,292,758,1583,47.88%,385,102,487
"City of Houston, Proposition D",0359,706,482,1188,3008,39.49%,637,175,812
"City of Houston, Proposition D",0360,969,515,1484,2190,67.76%,737,465,1202
"City of Houston, Proposition D",0361,135,691,826,1585,52.11%,547,132,679
"City of Houston, Proposition D",0363,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0364,614,463,1077,1798,59.90%,479,344,823
"City of Houston, Proposition D",0365,734,245,979,1302,75.19%,466,261,727
"City of Houston, Proposition D",0367,328,212,540,1019,52.99%,305,111,416
"City of Houston, Proposition D",0368,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0369,107,53,160,490,32.65%,81,41,122
"City of Houston, Proposition D",0371,226,69,295,475,62.11%,90,59,149
"City of Houston, Proposition D",0372,498,231,729,1215,60.00%,378,150,528
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0373,61,16,77,159,48.43%,25,20,45
"City of Houston, Proposition D",0374,139,187,326,748,43.58%,140,78,218
"City of Houston, Proposition D",0375,10,5,15,58,25.86%,5,4,9
"City of Houston, Proposition D",0376,271,110,381,738,51.63%,182,66,248
"City of Houston, Proposition D",0379,800,338,1138,2017,56.42%,550,260,810
"City of Houston, Proposition D",0380,84,33,117,150,78.00%,28,58,86
"City of Houston, Proposition D",0381,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0382,0,4,4,0,0.00%,0,2,2
"City of Houston, Proposition D",0383,599,485,1084,2076,52.22%,448,291,739
"City of Houston, Proposition D",0384,1172,505,1677,2596,64.60%,824,412,1236
"City of Houston, Proposition D",0385,1099,621,1720,2175,79.08%,709,709,1418
"City of Houston, Proposition D",0388,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0389,283,261,544,975,55.79%,288,117,405
"City of Houston, Proposition D",0390,644,368,1012,1565,64.66%,594,197,791
"City of Houston, Proposition D",0391,555,253,908,1326,68.48%,422,322,744
"City of Houston, Proposition D",0392,737,197,934,1441,64.82%,431,190,621
"City of Houston, Proposition D",0393,346,281,627,1206,51.99%,307,167,474
"City of Houston, Proposition D",0395,830,491,1321,1820,72.58%,576,538,1114
"City of Houston, Proposition D",0396,1157,219,1376,2073,66.38%,501,253,754
"City of Houston, Proposition D",0397,0,1,1,2,50.00%,0,1,1
"City of Houston, Proposition D",0398,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition D",0400,0,6,6,0,0.00%,3,1,4
"City of Houston, Proposition D",0401,723,284,1007,1876,53.68%,355,180,535
"City of Houston, Proposition D",0402,840,234,1074,1622,66.21%,459,293,752
"City of Houston, Proposition D",0403,791,527,1318,1703,77.39%,683,438,1121
"City of Houston, Proposition D",0405,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition D",0406,281,72,353,610,57.87%,145,60,205
"City of Houston, Proposition D",0407,1317,1000,2317,3652,63.44%,1022,849,1871
"City of Houston, Proposition D",0408,31,10,41,104,39.42%,14,16,30
"City of Houston, Proposition D",0410,337,102,439,849,51.71%,176,110,286
"City of Houston, Proposition D",0411,1,100,101,0,0.00%,52,8,60
"City of Houston, Proposition D",0412,193,74,267,433,61.66%,128,46,174
"City of Houston, Proposition D",0413,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition D",0416,918,850,1768,2956,59.81%,847,509,1356
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition D",0417,403,258,661,1127,58.65%,288,226,514
"City of Houston, Proposition D",0418,1057,758,1815,3420,53.07%,880,441,1321
"City of Houston, Proposition D",0421,124,92,216,467,46.25%,110,44,154
"City of Houston, Proposition D",0422,1455,585,2041,3345,61.02%,991,375,1366
"City of Houston, Proposition D",0423,176,293,469,851,55.11%,184,118,302
"City of Houston, Proposition D",0424,435,1,57,592,888,66.67%,277,202,479
"City of Houston, Proposition D",0425,227,234,461,875,52.69%,218,101,319
"City of Houston, Proposition D",0426,415,283,698,1224,57.03%,299,251,550
"City of Houston, Proposition D",0427,325,249,574,1115,51.48%,264,161,425
"City of Houston, Proposition D",0428,49,34,83,160,51.88%,45,17,62
"City of Houston, Proposition D",0429,1091,777,1868,3929,47.54%,887,326,1213
"City of Houston, Proposition D",0430,403,335,738,1654,44.62%,337,127,464
"City of Houston, Proposition D",0431,819,403,1222,3188,38.33%,641,231,872
"City of Houston, Proposition D",0432,311,271,582,1344,43.30%,318,140,458
"City of Houston, Proposition D",0433,139,106,245,573,42.76%,126,49,175
"City of Houston, Proposition D",0434,628,371,999,1386,72.08%,496,301,797
"City of Houston, Proposition D",0435,1534,768,2302,3097,74.33%,1015,810,1825
"City of Houston, Proposition D",0436,1334,709,2043,3012,67.83%,901,763,1664
"City of Houston, Proposition D",0437,951,542,1493,2007,74.39%,642,606,1248
"City of Houston, Proposition D",0438,1046,387,1433,1802,79.52%,620,573,1193
