"City of Houston, Proposition B",0037,801,479,1280,1885,67.90%,922,220,1142
"City of Houston, Proposition B",0038,1241,673,1914,2703,70.81%,1341,356,1697
"City of Houston, Proposition B",0039,1063,723,1786,2726,65.52%,1355,239,1594
"City of Houston, Proposition B",0040,239,135,374,524,71.37%,234,86,320
"City of Houston, Proposition B",0042,505,139,644,1121,57.45%,294,92,386
"City of Houston, Proposition B",0043,520,372,892,1644,54.26%,443,250,693
"City of Houston, Proposition B",0044,492,314,806,1976,40.79%,477,122,599
"City of Houston, Proposition B",0045,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0046,538,433,971,2468,39.34%,584,152,736
"City of Houston, Proposition B",0047,535,345,880,1624,54.19%,482,133,615
"City of Houston, Proposition B",0048,371,193,564,992,56.85%,302,85,387
"City of Houston, Proposition B",0049,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0052,970,620,1590,2299,69.16%,1087,298,1385
"City of Houston, Proposition B",0053,1102,884,1986,2808,70.73%,1373,386,1759
"City of Houston, Proposition B",0054,606,402,1008,1408,71.59%,664,231,895
"City of Houston, Proposition B",0055,441,394,835,1305,63.98%,559,154,713
"City of Houston, Proposition B",0056,548,307,855,1285,66.54%,391,324,715
"City of Houston, Proposition B",0057,1273,955,2229,3062,72.80%,1576,476,2052
"City of Houston, Proposition B",0058,881,747,1628,2521,64.58%,1037,351,1388
"City of Houston, Proposition B",0059,914,751,1665,2283,72.93%,1126,324,1450
"City of Houston, Proposition B",0060,839,664,1503,2263,66.42%,1095,232,1327
"City of Houston, Proposition B",0061,411,519,930,2189,42.49%,476,172,648
"City of Houston, Proposition B",0062,419,528,947,2190,43.24%,504,176,680
"City of Houston, Proposition B",0064,410,420,830,2090,39.71%,448,131,579
"City of Houston, Proposition B",0065,404,532,936,2178,42.98%,506,150,656
"City of Houston, Proposition B",0066,172,279,451,1090,41.38%,235,62,297
"City of Houston, Proposition B",0067,664,574,1238,2742,45.15%,679,233,912
"City of Houston, Proposition B",0068,1198,486,1684,2782,60.53%,852,264,1116
"City of Houston, Proposition B",0069,218,284,502,1303,38.53%,241,95,336
"City of Houston, Proposition B",0070,1633,726,2359,3142,75.08%,1508,541,2049
"City of Houston, Proposition B",0071,1419,948,2367,3662,64.64%,1515,487,2002
"City of Houston, Proposition B",0072,441,562,1003,1882,53.29%,587,191,778
"City of Houston, Proposition B",0073,499,496,995,1494,66.60%,554,329,883
"City of Houston, Proposition B",0074,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0075,481,370,851,1329,64.03%,547,201,748
"City of Houston, Proposition B",0076,731,480,1211,2009,60.28%,505,405,910
"City of Houston, Proposition B",0077,168,81,249,565,44.07%,133,38,171
"City of Houston, Proposition B",0078,359,344,703,1479,47.53%,395,171,566
"City of Houston, Proposition B",0079,511,717,1228,2959,41.50%,621,227,848
"City of Houston, Proposition B",0080,1159,481,1640,2712,60.47%,791,374,1165
"City of Houston, Proposition B",0081,0,3,3,1,300.00%,2,1,3
"City of Houston, Proposition B",0083,126,92,218,491,44.40%,91,76,167
"City of Houston, Proposition B",0085,730,548,1278,2079,61.47%,737,219,956
"City of Houston, Proposition B",0086,1054,689,1743,2637,66.10%,1097,398,1495
"City of Houston, Proposition B",0092,1105,534,1639,2228,73.56%,771,597,1368
"City of Houston, Proposition B",0094,148,104,252,537,46.93%,146,48,194
"City of Houston, Proposition B",0095,1684,671,2355,3179,74.08%,1225,769,1994
"City of Houston, Proposition B",0096,364,237,601,1241,48.43%,349,77,426
"City of Houston, Proposition B",0097,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0098,874,607,1481,2403,61.63%,401,679,1080
"City of Houston, Proposition B",0101,149,140,289,722,40.03%,160,37,197
"City of Houston, Proposition B",0102,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition B",0104,992,238,1230,1847,66.59%,473,247,720
"City of Houston, Proposition B",0105,462,453,915,2153,42.50%,482,203,685
"City of Houston, Proposition B",0106,0,3,3,1,300.00%,1,1,2
"City of Houston, Proposition B",0107,412,441,853,1905,44.78%,456,151,607
"City of Houston, Proposition B",0108,0,3,3,0,0.00%,1,1,2
"City of Houston, Proposition B",0109,1101,368,1469,2663,55.16%,634,383,1017
"City of Houston, Proposition B",0111,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0115,598,305,903,1764,51.19%,386,163,549
"City of Houston, Proposition B",0117,398,462,860,1878,45.79%,421,240,661
"City of Houston, Proposition B",0118,460,148,608,743,81.83%,283,236,519
"City of Houston, Proposition B",0119,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0120,1197,632,1829,2986,61.25%,844,662,1506
"City of Houston, Proposition B",0121,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0122,895,349,1244,2199,56.57%,604,225,829
"City of Houston, Proposition B",0123,440,350,790,1356,58.26%,568,117,685
"City of Houston, Proposition B",0124,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0125,0,3,3,0,0.00%,0,1,1
"City of Houston, Proposition B",0126,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0129,2294,1449,3743,5495,68.12%,2054,1056,3110
"City of Houston, Proposition B",0130,1201,523,1724,2240,76.96%,762,670,1432
"City of Houston, Proposition B",0131,257,124,381,906,42.05%,175,107,282
"City of Houston, Proposition B",0132,1119,397,1516,2449,61.90%,729,267,996
"City of Houston, Proposition B",0133,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0134,419,392,811,1444,56.16%,395,275,670
"City of Houston, Proposition B",0135,1424,634,2058,2750,74.84%,1206,558,1764
"City of Houston, Proposition B",0136,981,451,1432,2111,67.84%,864,273,1137
"City of Houston, Proposition B",0137,305,193,498,740,67.30%,346,91,437
"City of Houston, Proposition B",0138,661,259,920,1749,52.60%,425,134,559
"City of Houston, Proposition B",0139,1290,747,2037,2746,74.18%,1324,413,1737
"City of Houston, Proposition B",0140,1311,683,1994,3104,64.24%,1238,404,1642
"City of Houston, Proposition B",0141,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0142,212,171,383,870,44.02%,190,87,277
"City of Houston, Proposition B",0143,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0144,476,204,680,1143,59.49%,295,105,400
"City of Houston, Proposition B",0145,663,245,908,1580,57.47%,413,137,550
"City of Houston, Proposition B",0146,759,614,1373,1953,70.30%,851,353,1204
"City of Houston, Proposition B",0147,1255,485,1740,2813,61.86%,899,381,1280
"City of Houston, Proposition B",0148,908,924,1832,2467,74.26%,1286,367,1653
"City of Houston, Proposition B",0149,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0150,539,207,746,1212,61.55%,336,124,460
"City of Houston, Proposition B",0151,316,148,464,846,54.85%,202,72,274
"City of Houston, Proposition B",0152,482,601,1083,2695,40.19%,582,208,790
"City of Houston, Proposition B",0153,328,437,765,1755,43.59%,381,181,562
"City of Houston, Proposition B",0154,593,360,953,2133,44.68%,532,182,714
"City of Houston, Proposition B",0156,1427,457,1884,3134,60.11%,966,411,1377
"City of Houston, Proposition B",0157,881,382,1263,2311,54.65%,568,239,807
"City of Houston, Proposition B",0158,1304,435,1739,3016,57.66%,882,284,1166
"City of Houston, Proposition B",0159,313,187,500,976,51.23%,309,55,364
"City of Houston, Proposition B",0160,246,140,386,688,56.10%,186,55,241
"City of Houston, Proposition B",0161,395,190,585,1030,56.80%,289,81,370
"City of Houston, Proposition B",0162,232,262,494,1249,39.55%,220,100,320
"City of Houston, Proposition B",0163,0,2,2,0,0.00%,1,0,1
"City of Houston, Proposition B",0164,505,304,809,1434,56.42%,392,104,496
"City of Houston, Proposition B",0165,918,557,1475,2284,64.58%,720,527,1247
"City of Houston, Proposition B",0166,281,311,592,1016,58.27%,374,129,503
"City of Houston, Proposition B",0167,5,2,7,23,30.43%,5,1,6
"City of Houston, Proposition B",0168,188,126,314,519,60.50%,123,55,178
"City of Houston, Proposition B",0169,1059,433,1492,2531,58.95%,706,297,1003
"City of Houston, Proposition B",0171,514,294,808,1613,50.09%,369,115,484
"City of Houston, Proposition B",0172,161,147,308,600,51.33%,175,79,254
"City of Houston, Proposition B",0174,0,3,3,0,0.00%,0,2,2
"City of Houston, Proposition B",0175,1064,867,1931,2506,77.06%,1239,502,1741
"City of Houston, Proposition B",0176,626,530,1156,1581,73.12%,696,318,1014
"City of Houston, Proposition B",0177,672,385,1057,1478,71.52%,652,251,903
"City of Houston, Proposition B",0178,913,368,1281,1718,74.56%,721,409,1130
"City of Houston, Proposition B",0179,449,321,770,1508,51.06%,410,199,609
"City of Houston, Proposition B",0180,966,552,1518,2795,54.31%,751,264,1015
"City of Houston, Proposition B",0181,416,514,930,1968,47.26%,459,215,674
"City of Houston, Proposition B",0182,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0184,214,256,470,969,48.50%,240,86,326
"City of Houston, Proposition B",0185,592,494,1086,1910,56.86%,509,270,779
"City of Houston, Proposition B",0186,204,170,374,795,47.04%,161,52,213
"City of Houston, Proposition B",0187,48,65,113,309,36.57%,53,25,78
"City of Houston, Proposition B",0189,492,473,965,1453,66.41%,549,284,833
"City of Houston, Proposition B",0192,746,332,1078,2045,52.71%,534,180,714
"City of Houston, Proposition B",0193,341,269,610,1050,58.10%,312,103,415
"City of Houston, Proposition B",0194,704,504,1208,1735,69.63%,826,216,1042
"City of Houston, Proposition B",0195,539,419,958,1721,55.67%,482,172,654
"City of Houston, Proposition B",0196,121,55,176,323,54.49%,94,34,128
"City of Houston, Proposition B",0197,1109,497,1606,2895,55.47%,736,301,1037
"City of Houston, Proposition B",0198,143,158,301,657,45.81%,132,41,173
"City of Houston, Proposition B",0199,1407,773,2180,3159,69.01%,678,1091,1769
"City of Houston, Proposition B",0200,1638,585,2223,3222,68.99%,1501,460,1961
"City of Houston, Proposition B",0201,229,125,354,728,48.63%,177,57,234
"City of Houston, Proposition B",0202,488,332,820,1479,55.44%,412,119,531
"City of Houston, Proposition B",0203,266,156,422,900,46.89%,217,84,301
"City of Houston, Proposition B",0204,1489,914,2403,3462,69.41%,1304,785,2089
"City of Houston, Proposition B",0205,856,201,1057,1667,63.41%,436,219,655
"City of Houston, Proposition B",0206,651,659,1310,2662,49.21%,826,264,1090
"City of Houston, Proposition B",0207,409,310,719,1144,62.85%,403,208,611
"City of Houston, Proposition B",0208,6,40,46,0,0.00%,15,4,19
"City of Houston, Proposition B",0209,0,4,4,0,0.00%,2,1,3
"City of Houston, Proposition B",0210,1013,542,1555,2300,67.61%,950,269,1219
"City of Houston, Proposition B",0211,710,686,1396,2797,49.91%,689,322,1011
"City of Houston, Proposition B",0212,218,314,532,1266,42.02%,268,92,360
"City of Houston, Proposition B",0215,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0216,784,320,1104,1917,57.59%,593,201,794
"City of Houston, Proposition B",0217,1396,651,2047,2637,77.63%,1251,532,1783
"City of Houston, Proposition B",0218,690,608,1298,2274,57.08%,754,303,1057
"City of Houston, Proposition B",0219,1117,587,1704,2654,64.20%,896,299,1195
"City of Houston, Proposition B",0220,0,5,5,0,0.00%,2,3,5
"City of Houston, Proposition B",0221,699,611,1310,2489,52.63%,621,386,1007
"City of Houston, Proposition B",0222,1000,792,1792,2384,75.17%,1242,388,1630
"City of Houston, Proposition B",0223,1350,760,2110,3528,59.81%,1438,351,1789
"City of Houston, Proposition B",0224,894,649,1543,2259,68.30%,984,357,1341
"City of Houston, Proposition B",0225,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0226,529,545,1074,2393,44.88%,580,204,784
"City of Houston, Proposition B",0227,947,451,1398,1767,79.12%,847,371,1218
"City of Houston, Proposition B",0228,583,165,748,1073,69.71%,446,189,635
"City of Houston, Proposition B",0229,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0230,421,153,574,1096,52.37%,232,107,339
"City of Houston, Proposition B",0231,562,471,1033,2219,46.55%,548,236,784
"City of Houston, Proposition B",0232,685,546,1231,1696,72.58%,777,317,1094
"City of Houston, Proposition B",0233,1826,1063,2889,4132,69.92%,1796,653,2449
"City of Houston, Proposition B",0234,2088,885,2973,3854,77.14%,1580,889,2469
"City of Houston, Proposition B",0235,466,242,708,1305,54.25%,364,148,512
"City of Houston, Proposition B",0236,779,342,1121,2144,52.29%,531,194,725
"City of Houston, Proposition B",0237,793,441,1234,2181,56.58%,550,228,778
"City of Houston, Proposition B",0238,640,422,1062,1901,55.87%,511,158,669
"City of Houston, Proposition B",0239,765,357,1122,1997,56.18%,558,176,734
"City of Houston, Proposition B",0240,1157,402,1559,2688,58.00%,721,306,1027
"City of Houston, Proposition B",0243,254,50,304,452,67.26%,150,54,204
"City of Houston, Proposition B",0247,421,403,824,1607,51.28%,411,162,573
"City of Houston, Proposition B",0252,1111,356,1467,2350,62.43%,543,259,802
"City of Houston, Proposition B",0253,923,325,1248,2252,55.42%,474,208,682
"City of Houston, Proposition B",0254,71,74,145,378,38.36%,63,41,104
"City of Houston, Proposition B",0255,995,797,1792,2411,74.33%,1061,494,1555
"City of Houston, Proposition B",0256,1059,766,1825,3226,56.57%,967,474,1441
"City of Houston, Proposition B",0257,553,571,1124,2403,46.77%,563,223,786
"City of Houston, Proposition B",0258,1577,888,2465,3286,75.02%,1233,821,2054
"City of Houston, Proposition B",0259,1210,460,1670,2408,69.35%,845,383,1228
"City of Houston, Proposition B",0260,0,5,5,0,0.00%,5,0,5
"City of Houston, Proposition B",0261,176,133,309,749,41.26%,153,88,241
"City of Houston, Proposition B",0262,1470,906,2376,4232,56.14%,1154,731,1885
"City of Houston, Proposition B",0264,936,639,1575,2939,53.59%,710,551,1261
"City of Houston, Proposition B",0265,1934,666,2600,3617,71.88%,1268,845,2113
"City of Houston, Proposition B",0266,552,542,1094,2119,51.63%,496,305,801
"City of Houston, Proposition B",0269,1143,444,1587,1981,80.11%,851,488,1339
"City of Houston, Proposition B",0270,1401,870,2271,3517,64.57%,1140,782,1922
"City of Houston, Proposition B",0271,1303,371,1674,2469,67.80%,861,328,1189
"City of Houston, Proposition B",0272,610,484,1094,2112,51.80%,617,256,873
"City of Houston, Proposition B",0274,1008,355,1363,1997,68.25%,736,392,1128
"City of Houston, Proposition B",0275,567,410,977,1730,56.47%,537,185,722
"City of Houston, Proposition B",0276,1139,404,1543,2532,60.94%,756,272,1028
"City of Houston, Proposition B",0280,303,360,663,1515,43.76%,312,155,467
"City of Houston, Proposition B",0281,1087,903,1990,2610,76.25%,1262,505,1767
"City of Houston, Proposition B",0282,690,591,1281,1988,64.44%,668,404,1072
"City of Houston, Proposition B",0283,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0284,1135,595,1730,3262,53.03%,926,397,1323
"City of Houston, Proposition B",0285,988,509,1497,2505,59.76%,744,291,1035
"City of Houston, Proposition B",0286,2657,1053,3710,5719,64.87%,2092,709,2801
"City of Houston, Proposition B",0287,647,542,1189,1616,73.58%,692,343,1035
"City of Houston, Proposition B",0288,1036,380,1416,2259,62.68%,714,256,970
"City of Houston, Proposition B",0289,374,397,771,1510,51.06%,349,217,566
"City of Houston, Proposition B",0291,541,298,839,1203,69.74%,471,247,718
"City of Houston, Proposition B",0292,477,236,713,1272,56.05%,334,140,474
"City of Houston, Proposition B",0293,620,557,1177,1733,67.92%,662,320,982
"City of Houston, Proposition B",0294,989,298,1287,2107,61.08%,654,230,884
"City of Houston, Proposition B",0295,314,189,503,862,58.35%,255,65,320
"City of Houston, Proposition B",0296,602,432,1034,1693,61.08%,505,310,815
"City of Houston, Proposition B",0297,576,445,1021,1978,51.62%,497,240,737
"City of Houston, Proposition B",0298,847,475,1322,2083,63.47%,672,409,1081
"City of Houston, Proposition B",0299,328,213,541,1231,43.95%,293,104,397
"City of Houston, Proposition B",0303,1772,755,2527,3172,79.67%,1281,783,2064
"City of Houston, Proposition B",0304,970,648,1618,2266,71.40%,898,498,1396
"City of Houston, Proposition B",0306,1013,323,1336,1847,72.33%,565,537,1102
"City of Houston, Proposition B",0308,444,238,682,1266,53.87%,342,165,507
"City of Houston, Proposition B",0309,1385,612,1997,2529,78.96%,1026,695,1721
"City of Houston, Proposition B",0310,617,348,965,1437,67.15%,418,342,760
"City of Houston, Proposition B",0311,852,699,1561,2997,52.09%,687,436,1123
"City of Houston, Proposition B",0312,1559,711,2270,3588,63.27%,1257,570,1827
"City of Houston, Proposition B",0313,22,1,23,60,38.33%,7,10,17
"City of Houston, Proposition B",0315,711,479,1190,1618,73.55%,630,388,1018
"City of Houston, Proposition B",0316,682,411,1093,1522,71.81%,643,317,960
"City of Houston, Proposition B",0317,551,336,887,1469,60.38%,540,157,697
"City of Houston, Proposition B",0318,1708,511,2319,3531,65.68%,1331,437,1768
"City of Houston, Proposition B",0319,965,290,1255,2081,60.31%,694,236,930
"City of Houston, Proposition B",0320,19,20,39,82,47.56%,22,5,27
"City of Houston, Proposition B",0321,222,146,368,869,42.35%,192,97,289
"City of Houston, Proposition B",0322,397,237,634,1322,47.96%,334,147,481
"City of Houston, Proposition B",0323,482,332,814,1719,47.35%,433,241,674
"City of Houston, Proposition B",0324,967,718,1685,2339,72.04%,835,659,1494
"City of Houston, Proposition B",0325,656,397,1053,2251,46.78%,540,209,749
"City of Houston, Proposition B",0326,202,128,330,678,48.67%,163,82,245
"City of Houston, Proposition B",0327,726,244,970,1751,55.40%,414,210,624
"City of Houston, Proposition B",0328,344,270,614,1361,45.11%,264,153,417
"City of Houston, Proposition B",0329,405,307,712,1367,52.08%,344,180,524
"City of Houston, Proposition B",0330,590,376,966,1849,52.24%,515,247,762
"City of Houston, Proposition B",0331,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0332,23,4,27,128,21.09%,15,7,22
"City of Houston, Proposition B",0334,205,91,296,603,49.09%,146,41,187
"City of Houston, Proposition B",0335,285,246,531,1227,43.28%,268,87,355
"City of Houston, Proposition B",0336,1818,588,2406,3161,76.12%,1411,432,1843
"City of Houston, Proposition B",0337,309,206,515,951,54.15%,288,106,394
"City of Houston, Proposition B",0338,1437,766,2203,4392,50.16%,1064,430,1494
"City of Houston, Proposition B",0339,369,373,742,1716,43.24%,422,128,550
"City of Houston, Proposition B",0340,1446,748,2194,3162,69.39%,752,1038,1790
"City of Houston, Proposition B",0341,246,316,562,1248,45.03%,293,118,411
"City of Houston, Proposition B",0342,215,176,391,1167,33.50%,186,58,244
"City of Houston, Proposition B",0343,436,483,919,1904,48.27%,466,198,664
"City of Houston, Proposition B",0344,395,245,640,1207,53.02%,280,110,390
"City of Houston, Proposition B",0345,428,357,785,1708,45.96%,474,120,594
"City of Houston, Proposition B",0346,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0347,96,59,155,341,45.45%,58,38,96
"City of Houston, Proposition B",0350,1112,780,1892,2906,65.11%,1225,363,1588
"City of Houston, Proposition B",0351,250,59,309,412,75.00%,102,152,254
"City of Houston, Proposition B",0353,22,14,36,131,27.48%,18,5,23
"City of Houston, Proposition B",0354,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0355,700,286,986,1384,71.24%,502,210,712
"City of Houston, Proposition B",0356,1382,618,2000,2836,70.52%,1041,642,1683
"City of Houston, Proposition B",0357,1633,709,2342,3371,69.47%,888,1019,1907
"City of Houston, Proposition B",0358,466,292,758,1583,47.88%,394,98,492
"City of Houston, Proposition B",0359,706,482,1188,3008,39.49%,672,149,821
"City of Houston, Proposition B",0360,969,515,1484,2190,67.76%,861,378,1239
"City of Houston, Proposition B",0361,135,691,826,1585,52.11%,623,81,704
"City of Houston, Proposition B",0363,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0364,614,463,1077,1798,59.90%,507,335,842
"City of Houston, Proposition B",0365,734,245,979,1302,75.19%,501,245,746
"City of Houston, Proposition B",0367,328,212,540,1019,52.99%,324,104,428
"City of Houston, Proposition B",0368,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0369,107,53,160,490,32.65%,103,19,122
"City of Houston, Proposition B",0371,226,69,295,475,62.11%,99,54,153
"City of Houston, Proposition B",0372,498,231,729,1215,60.00%,410,135,545
"City of Houston, Proposition B",0373,61,16,77,159,48.43%,33,16,49
"City of Houston, Proposition B",0374,139,187,326,748,43.58%,158,70,228
"City of Houston, Proposition B",0375,10,5,15,58,25.86%,6,3,9
"City of Houston, Proposition B",0376,271,110,381,738,51.63%,192,62,254
"City of Houston, Proposition B",0379,800,338,1138,2017,56.42%,575,251,826
"City of Houston, Proposition B",0380,84,33,117,150,78.00%,29,58,87
"City of Houston, Proposition B",0381,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0382,0,4,4,0,0.00%,0,2,2
"City of Houston, Proposition B",0383,599,485,1084,2076,52.22%,520,247,767
"City of Houston, Proposition B",0384,1172,505,1677,2596,64.60%,904,362,1266
"City of Houston, Proposition B",0385,1099,621,1720,2175,79.08%,851,586,1437
"City of Houston, Proposition B",0388,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0389,283,261,544,975,55.79%,326,88,414
"City of Houston, Proposition B",0390,644,368,1012,1565,64.66%,638,169,807
"City of Houston, Proposition B",0391,555,253,908,1326,68.48%,424,319,743
"City of Houston, Proposition B",0392,737,197,934,1441,64.82%,475,179,654
"City of Houston, Proposition B",0393,346,281,627,1206,51.99%,318,154,472
"City of Houston, Proposition B",0395,830,491,1321,1820,72.58%,671,467,1138
"City of Houston, Proposition B",0396,1157,219,1376,2073,66.38%,510,265,775
"City of Houston, Proposition B",0397,0,1,1,2,50.00%,0,1,1
"City of Houston, Proposition B",0398,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition B",0400,0,6,6,0,0.00%,3,1,4
"City of Houston, Proposition B",0401,723,284,1007,1876,53.68%,387,168,555
"City of Houston, Proposition B",0402,840,234,1074,1622,66.21%,491,291,782
"City of Houston, Proposition B",0403,791,527,1318,1703,77.39%,774,375,1149
"City of Houston, Proposition B",0405,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition B",0406,281,72,353,610,57.87%,149,60,209
"City of Houston, Proposition B",0407,1317,1000,2317,3652,63.44%,1064,831,1895
"City of Houston, Proposition B",0408,31,10,41,104,39.42%,15,13,28
"City of Houston, Proposition B",0410,337,102,439,849,51.71%,191,101,292
"City of Houston, Proposition B",0411,1,100,101,0,0.00%,52,8,60
"City of Houston, Proposition B",0412,193,74,267,433,61.66%,130,47,177
"City of Houston, Proposition B",0413,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0416,918,850,1768,2956,59.81%,866,494,1360
"City of Houston, Proposition B",0417,403,258,661,1127,58.65%,301,212,513
"City of Houston, Proposition B",0418,1057,758,1815,3420,53.07%,938,405,1343
"City of Houston, Proposition B",0421,124,92,216,467,46.25%,113,42,155
"City of Houston, Proposition B",0422,1456,585,2041,3345,61.02%,1034,374,1408
"City of Houston, Proposition B",0423,176,293,469,851,55.11%,202,105,307
"City of Houston, Proposition B",0424,435,1,57,592,888,66.67%,329,1,65,494
"City of Houston, Proposition B",0425,227,234,461,875,52.69%,230,97,327
"City of Houston, Proposition B",0426,415,283,698,1224,57.03%,327,226,553
"City of Houston, Proposition B",0427,325,249,574,1115,51.48%,281,145,426
"City of Houston, Proposition B",0428,49,34,83,160,51.88%,50,15,65
"City of Houston, Proposition B",0429,1091,777,1868,3929,47.54%,963,279,1242
"City of Houston, Proposition B",0430,403,335,738,1654,44.62%,356,115,471
"City of Houston, Proposition B",0431,819,403,1222,3188,38.33%,697,195,892
"City of Houston, Proposition B",0432,311,271,582,1344,43.30%,347,117,464
"City of Houston, Proposition B",0433,139,106,245,573,42.76%,138,39,177
"City of Houston, Proposition B",0434,628,371,999,1386,72.08%,595,228,823
"City of Houston, Proposition B",0435,1534,768,2302,3097,74.33%,1260,630,1890
"City of Houston, Proposition B",0436,1334,709,2043,3012,67.83%,1141,576,1717
"City of Houston, Proposition B",0437,951,542,1493,2007,74.39%,740,523,1263
"City of Houston, Proposition B",0438,1046,387,1433,1802,79.52%,729,484,1213
"City of Houston, Proposition B",0439,1526,905,2431,3416,71.17%,1185,817,2002
"City of Houston, Proposition B",0440,0,6,6,0,0.00%,3,0,3
"City of Houston, Proposition B",0441,0,2,2,0,0.00%,2,0,2
"City of Houston, Proposition B",0443,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0444,1258,731,1989,3172,62.70%,885,729,1614
"City of Houston, Proposition B",0445,860,443,1303,1938,67.23%,611,475,1086
"City of Houston, Proposition B",0446,70,52,122,268,45.52%,54,43,97
"City of Houston, Proposition B",0447,271,108,379,583,65.01%,244,70,314
"City of Houston, Proposition B",0448,1239,869,2108,3081,68.42%,1109,722,1831
"City of Houston, Proposition B",0449,62,37,99,164,60.37%,45,11,56
"City of Houston, Proposition B",0450,856,537,1393,2622,53.13%,784,303,1087
"City of Houston, Proposition B",0452,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0453,559,475,1034,1885,54.85%,565,206,771
"City of Houston, Proposition B",0454,1226,311,1537,2571,59.78%,576,250,826
"City of Houston, Proposition B",0455,748,216,964,1679,57.42%,425,142,567
"City of Houston, Proposition B",0457,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition B",0458,908,271,1179,1893,62.28%,647,195,842
"City of Houston, Proposition B",0459,1637,476,2113,2950,71.63%,643,1129,1772
"City of Houston, Proposition B",0460,0,0,0,0,0.00%,0,0,0
