Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0070,1633,726,2359,3142,75.08%,866,1111,1977
"City of Houston, Proposition E",0071,1419,948,2367,3662,64.64%,844,1085,1929
"City of Houston, Proposition E",0072,441,562,1003,1882,53.29%,480,296,776
"City of Houston, Proposition E",0073,499,496,995,1494,66.60%,354,501,855
"City of Houston, Proposition E",0074,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition E",0075,481,370,851,1329,64.03%,356,360,716
"City of Houston, Proposition E",0076,731,480,1211,2009,60.28%,400,500,900
"City of Houston, Proposition E",0077,168,81,249,565,44.07%,118,51,169
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0078,359,344,703,1479,47.53%,336,219,555
"City of Houston, Proposition E",0079,511,717,1228,2959,41.50%,529,303,832
"City of Houston, Proposition E",0080,1159,481,1640,2712,60.47%,735,416,1151
"City of Houston, Proposition E",0081,0,3,3,1,300.00%,2,1,3
"City of Houston, Proposition E",0083,126,92,218,491,44.40%,73,93,166
"City of Houston, Proposition E",0085,730,548,1278,2079,61.47%,742,195,937
"City of Houston, Proposition E",0086,1054,689,1743,2637,66.10%,663,774,1437
"City of Houston, Proposition E",0092,1,1105,534,1639,2228,73.56%,535,824,1359
"City of Houston, Proposition E",0094,148,104,252,537,46.93%,125,71,196
"City of Houston, Proposition E",0095,1684,671,2355,3179,74.08%,773,1191,1964
"City of Houston, Proposition E",0096,364,237,601,1241,48.43%,350,75,425
"City of Houston, Proposition E",0097,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0098,874,607,1481,2403,61.63%,277,789,1066
"City of Houston, Proposition E",0101,149,140,289,722,40.03%,164,35,199
"City of Houston, Proposition E",0102,0,1,1,0,0.00%,0,1,1
"City of Houston, Proposition E",0104,992,238,1230,1847,66.59%,494,218,712
"City of Houston, Proposition E",0105,462,453,915,2153,42.50%,403,273,676
"City of Houston, Proposition E",0106,0,3,3,1,300.00%,0,2,2
"City of Houston, Proposition E",0107,412,441,853,1905,44.78%,415,180,595
"City of Houston, Proposition E",0108,0,3,3,0,0.00%,1,1,2
"City of Houston, Proposition E",0109,1101,368,1469,2663,55.16%,682,347,1029
"City of Houston, Proposition E",0111,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0115,598,305,903,1764,51.19%,364,177,541
"City of Houston, Proposition E",0117,398,462,860,1878,45.79%,326,313,639
"City of Houston, Proposition E",0118,460,148,608,743,81.83%,177,333,510
"City of Houston, Proposition E",0119,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0120,1197,632,1829,2986,61.25%,628,863,1491
"City of Houston, Proposition E",0121,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0122,895,349,1244,2199,56.57%,604,201,805
"City of Houston, Proposition E",0123,440,350,790,1356,58.26%,447,207,654
"City of Houston, Proposition E",0124,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0125,0,3,3,0,0.00%,0,1,1
"City of Houston, Proposition E",0126,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0129,2294,1449,3743,5495,68.12%,1366,1627,2993
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0130,1201,523,1724,2240,76.96%,502,898,1400
"City of Houston, Proposition E",0131,257,124,381,906,42.05%,161,120,281
"City of Houston, Proposition E",0132,1119,397,1516,2449,61.90%,724,244,968
"City of Houston, Proposition E",0133,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0134,419,392,811,1444,56.16%,301,351,652
"City of Houston, Proposition E",0135,1424,634,2058,2750,74.84%,805,893,1698
"City of Houston, Proposition E",0136,981,451,1432,2111,67.84%,822,276,1098
"City of Houston, Proposition E",0137,305,193,498,740,67.30%,229,187,416
"City of Houston, Proposition E",0138,661,259,920,1749,52.60%,403,139,542
"City of Houston, Proposition E",0139,1290,747,2037,2746,74.18%,905,761,1666
"City of Houston, Proposition E",0140,1311,683,1994,3104,64.24%,1101,500,1601
"City of Houston, Proposition E",0141,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0142,212,171,383,870,44.02%,164,109,273
"City of Houston, Proposition E",0143,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0144,476,204,680,1143,59.49%,299,87,386
"City of Houston, Proposition E",0145,663,245,908,1580,57.47%,418,123,541
"City of Houston, Proposition E",0146,759,614,1373,1953,70.30%,536,643,1179
"City of Houston, Proposition E",0147,1255,485,1740,2813,61.86%,884,403,1287
"City of Houston, Proposition E",0148,908,924,1832,2467,74.26%,967,637,1604
"City of Houston, Proposition E",0149,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0150,539,207,746,1212,61.55%,325,111,436
"City of Houston, Proposition E",0151,316,148,464,846,54.85%,200,63,263
"City of Houston, Proposition E",0152,482,601,1083,2695,40.19%,500,288,788
"City of Houston, Proposition E",0153,328,437,765,1755,43.59%,332,226,558
"City of Houston, Proposition E",0154,593,360,953,2133,44.68%,427,279,706
"City of Houston, Proposition E",0156,1427,457,1884,3134,60.11%,980,363,1343
"City of Houston, Proposition E",0157,881,382,1263,2311,54.65%,568,245,813
"City of Houston, Proposition E",0158,1304,435,1739,3016,57.66%,902,238,1140
"City of Houston, Proposition E",0159,313,187,500,976,51.23%,267,89,356
"City of Houston, Proposition E",0160,246,140,386,688,56.10%,192,46,238
"City of Houston, Proposition E",0161,395,190,585,1030,56.80%,297,70,367
"City of Houston, Proposition E",0162,232,262,494,1249,39.55%,185,130,315
"City of Houston, Proposition E",0163,0,2,2,0,0.00%,0,0,0
"City of Houston, Proposition E",0164,505,304,809,1434,56.42%,402,90,492
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0165,918,557,1475,2284,64.58%,484,759,1243
"City of Houston, Proposition E",0166,281,311,592,1016,58.27%,269,215,484
"City of Houston, Proposition E",0167,5,2,7,23,30.43%,5,1,6
"City of Houston, Proposition E",0168,188,126,314,519,60.50%,126,47,173
"City of Houston, Proposition E",0169,1059,433,1492,2531,58.95%,735,259,994
"City of Houston, Proposition E",0171,514,294,808,1613,50.09%,361,107,468
"City of Houston, Proposition E",0172,161,147,308,600,51.33%,142,110,252
"City of Houston, Proposition E",0174,0,3,3,0,0.00%,0,2,2
"City of Houston, Proposition E",0175,1064,867,1931,2506,77.06%,833,830,1663
"City of Houston, Proposition E",0176,626,530,1156,1581,73.12%,464,512,976
"City of Houston, Proposition E",0177,672,385,1057,1478,71.52%,424,447,871
"City of Houston, Proposition E",0178,913,368,1281,1718,74.56%,459,630,1089
"City of Houston, Proposition E",0179,449,321,770,1508,51.06%,312,289,601
"City of Houston, Proposition E",0180,966,552,1518,2795,54.31%,771,242,1013
"City of Houston, Proposition E",0181,416,514,930,1968,47.26%,396,277,673
"City of Houston, Proposition E",0182,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0184,214,256,470,969,48.50%,204,116,320
"City of Houston, Proposition E",0185,592,494,1086,1910,56.86%,421,353,774
"City of Houston, Proposition E",0186,204,170,374,795,47.04%,153,54,207
"City of Houston, Proposition E",0187,48,65,113,309,36.57%,50,29,79
"City of Houston, Proposition E",0189,492,473,965,1453,66.41%,322,478,800
"City of Houston, Proposition E",0192,746,332,1078,2045,52.71%,529,173,702
"City of Houston, Proposition E",0193,341,269,610,1050,58.10%,314,84,398
"City of Houston, Proposition E",0194,704,504,1208,1735,69.63%,602,397,999
"City of Houston, Proposition E",0195,539,419,958,1721,55.67%,490,154,644
"City of Houston, Proposition E",0196,121,55,176,323,54.49%,89,38,127
"City of Houston, Proposition E",0197,1109,497,1606,2895,55.47%,756,264,1020
"City of Houston, Proposition E",0198,143,158,301,657,45.81%,136,31,167
"City of Houston, Proposition E",0199,1407,773,2180,3159,69.01%,463,1287,1750
"City of Houston, Proposition E",0200,1638,585,2223,3222,68.99%,992,894,1886
"City of Houston, Proposition E",0201,229,125,354,728,48.63%,181,54,235
"City of Houston, Proposition E",0202,488,332,820,1479,55.44%,426,99,525
"City of Houston, Proposition E",0203,266,156,422,900,46.89%,187,106,293
"City of Houston, Proposition E",0204,1489,914,2403,3462,69.41%,824,1201,2025
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0205,856,201,1057,1667,63.41%,442,199,641
"City of Houston, Proposition E",0206,651,659,1310,2662,49.21%,640,432,1072
"City of Houston, Proposition E",0207,409,310,719,1144,62.85%,320,280,600
"City of Houston, Proposition E",0208,6,40,46,0,0.00%,15,3,18
"City of Houston, Proposition E",0209,0,4,4,0,0.00%,1,2,3
"City of Houston, Proposition E",0210,1013,542,1555,2300,67.61%,873,319,1192
"City of Houston, Proposition E",0211,710,686,1396,2797,49.91%,587,410,997
"City of Houston, Proposition E",0212,218,314,532,1266,42.02%,245,111,356
"City of Houston, Proposition E",0215,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0216,784,320,1104,1917,57.59%,557,211,768
"City of Houston, Proposition E",0217,1396,651,2047,2637,77.63%,838,883,1721
"City of Houston, Proposition E",0218,690,608,1298,2274,57.08%,610,423,1033
"City of Houston, Proposition E",0219,1117,587,1704,2654,64.20%,874,308,1182
"City of Houston, Proposition E",0220,0,5,5,0,0.00%,1,4,5
"City of Houston, Proposition E",0221,699,611,1310,2489,52.63%,480,506,986
"City of Houston, Proposition E",0222,1000,792,1792,2384,75.17%,912,661,1573
"City of Houston, Proposition E",0223,1350,760,2110,3528,59.81%,1151,571,1722
"City of Houston, Proposition E",0224,894,649,1543,2259,68.30%,684,595,1279
"City of Houston, Proposition E",0225,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0226,529,545,1074,2393,44.88%,468,293,761
"City of Houston, Proposition E",0227,947,451,1398,1767,79.12%,513,653,1166
"City of Houston, Proposition E",0228,583,165,748,1073,69.71%,461,173,634
"City of Houston, Proposition E",0229,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0230,421,153,574,1096,52.37%,224,96,320
"City of Houston, Proposition E",0231,562,471,1033,2219,46.55%,471,304,775
"City of Houston, Proposition E",0232,685,546,1231,1696,72.58%,526,539,1065
"City of Houston, Proposition E",0233,1826,1063,2889,4132,69.92%,1236,1119,2355
"City of Houston, Proposition E",0234,2088,885,2973,3854,77.14%,1021,1368,2389
"City of Houston, Proposition E",0235,466,242,708,1305,54.25%,381,121,502
"City of Houston, Proposition E",0236,779,342,1121,2144,52.29%,544,179,723
"City of Houston, Proposition E",0237,793,441,1234,2181,56.58%,554,222,776
"City of Houston, Proposition E",0238,640,422,1062,1901,55.87%,510,142,652
"City of Houston, Proposition E",0239,765,357,1122,1997,56.18%,539,179,718
"City of Houston, Proposition E",0240,1157,402,1559,2688,58.00%,758,277,1035
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0243,254,50,304,452,67.26%,143,52,195
"City of Houston, Proposition E",0247,421,403,824,1607,51.28%,438,133,571
"City of Houston, Proposition E",0252,1111,356,1467,2350,62.43%,542,229,771
"City of Houston, Proposition E",0253,923,325,1248,2252,55.42%,501,173,674
"City of Houston, Proposition E",0254,71,74,145,378,38.36%,55,49,104
"City of Houston, Proposition E",0255,995,797,1792,2411,74.33%,769,742,1511
"City of Houston, Proposition E",0256,1059,766,1825,3226,56.57%,765,648,1413
"City of Houston, Proposition E",0257,553,571,1124,2403,46.77%,531,254,785
"City of Houston, Proposition E",0258,1577,888,2465,3286,75.02%,801,1198,1999
"City of Houston, Proposition E",0259,1210,460,1670,2408,69.35%,799,380,1179
"City of Houston, Proposition E",0260,0,5,5,0,0.00%,2,2,4
"City of Houston, Proposition E",0261,176,133,309,749,41.26%,144,96,240
"City of Houston, Proposition E",0262,1470,906,2376,4232,56.14%,873,986,1859
"City of Houston, Proposition E",0264,936,639,1575,2939,53.59%,546,712,1258
"City of Houston, Proposition E",0265,1934,666,2600,3617,71.88%,865,1221,2086
"City of Houston, Proposition E",0266,552,542,1094,2119,51.63%,397,403,800
"City of Houston, Proposition E",0269,1143,444,1587,1981,80.11%,527,762,1289
"City of Houston, Proposition E",0270,1401,870,2271,3517,64.57%,766,1100,1866
"City of Houston, Proposition E",0271,1303,371,1674,2469,67.80%,858,297,1155
"City of Houston, Proposition E",0272,610,484,1094,2112,51.80%,480,378,858
"City of Houston, Proposition E",0274,1008,355,1363,1997,68.25%,521,589,1110
"City of Houston, Proposition E",0275,567,410,977,1730,56.47%,509,207,716
"City of Houston, Proposition E",0276,1139,404,1543,2532,60.94%,764,250,1014
"City of Houston, Proposition E",0280,303,360,663,1515,43.76%,289,185,474
"City of Houston, Proposition E",0281,1087,903,1990,2610,76.25%,856,838,1694
"City of Houston, Proposition E",0282,690,591,1281,1988,64.44%,471,570,1041
"City of Houston, Proposition E",0283,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0284,1135,595,1730,3262,53.03%,761,545,1306
"City of Houston, Proposition E",0285,988,509,1497,2505,59.76%,719,293,1012
"City of Houston, Proposition E",0286,2657,1053,3710,5719,64.87%,1982,786,2768
"City of Houston, Proposition E",0287,647,542,1189,1616,73.58%,429,570,999
"City of Houston, Proposition E",0288,1036,380,1416,2259,62.68%,708,237,945
"City of Houston, Proposition E",0289,374,397,771,1510,51.06%,276,279,555
"City of Houston, Proposition E",0291,541,298,839,1203,69.74%,315,392,707
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0292,477,238,713,1272,58.05%,318,145,483
"City of Houston, Proposition E",0293,820,557,1177,1733,87.92%,439,503,942
"City of Houston, Proposition E",0294,989,298,1287,2107,81.08%,847,220,887
"City of Houston, Proposition E",0295,314,189,503,882,58.35%,255,57,312
"City of Houston, Proposition E",0298,802,432,1034,1893,81.08%,383,435,798
"City of Houston, Proposition E",0297,578,445,1021,1978,51.82%,403,305,708
"City of Houston, Proposition E",0298,847,475,1322,2083,83.47%,487,583,1050
"City of Houston, Proposition E",0299,328,213,541,1231,43.95%,252,142,394
"City of Houston, Proposition E",0303,1772,755,2527,3172,79.87%,754,1250,2004
"City of Houston, Proposition E",0304,970,848,1818,2288,71.40%,823,728,1349
"City of Houston, Proposition E",0308,1013,323,1338,1847,72.33%,381,711,1092
"City of Houston, Proposition E",0308,444,238,882,1288,53.87%,317,185,502
"City of Houston, Proposition E",0309,1385,812,1997,2529,78.98%,803,1088,1871
"City of Houston, Proposition E",0310,817,348,985,1437,87.15%,338,415,753
"City of Houston, Proposition E",0311,852,699,1581,2997,52.09%,547,559,1108
"City of Houston, Proposition E",0312,1559,711,2270,3588,83.27%,912,855,1787
"City of Houston, Proposition E",0313,22,1,23,80,38.33%,5,11,18
"City of Houston, Proposition E",0315,711,479,1190,1818,73.55%,413,583,978
"City of Houston, Proposition E",0318,882,411,1093,1522,71.81%,449,473,922
"City of Houston, Proposition E",0317,551,338,887,1489,80.38%,487,197,884
"City of Houston, Proposition E",0318,1708,511,2319,3531,85.88%,1318,415,1731
"City of Houston, Proposition E",0319,985,290,1255,2081,80.31%,874,249,923
"City of Houston, Proposition E",0320,19,20,39,82,47.58%,21,8,27
"City of Houston, Proposition E",0321,222,148,388,889,42.35%,142,132,274
"City of Houston, Proposition E",0322,397,237,834,1322,47.98%,323,153,478
"City of Houston, Proposition E",0323,482,332,814,1719,47.35%,331,325,858
"City of Houston, Proposition E",0324,987,718,1885,2339,72.04%,545,920,1485
"City of Houston, Proposition E",0325,858,397,1053,2251,48.78%,478,282,740
"City of Houston, Proposition E",0328,202,128,330,878,48.87%,129,115,244
"City of Houston, Proposition E",0327,728,244,970,1751,55.40%,401,208,809
"City of Houston, Proposition E",0328,344,270,814,1381,45.11%,232,192,424
"City of Houston, Proposition E",0329,405,307,712,1387,52.08%,290,228,518
"City of Houston, Proposition E",0330,590,378,988,1849,52.24%,430,318,748
"City of Houston, Proposition E",0331,0,1,1,0,0.00%,0,1,1
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0332,23,4,27,128,21.09%,9,12,21
"City of Houston, Proposition E",0334,205,91,296,603,49.09%,136,49,185
"City of Houston, Proposition E",0335,285,246,531,1227,43.28%,231,117,348
"City of Houston, Proposition E",0336,1818,588,2406,3161,76.12%,1318,480,1798
"City of Houston, Proposition E",0337,309,206,515,951,54.15%,273,112,385
"City of Houston, Proposition E",0338,1437,766,2203,4392,50.16%,990,503,1493
"City of Houston, Proposition E",0339,369,373,742,1716,43.24%,376,173,549
"City of Houston, Proposition E",0340,1446,748,2194,3162,69.39%,531,1253,1784
"City of Houston, Proposition E",0341,246,316,562,1248,45.03%,251,151,402
"City of Houston, Proposition E",0342,215,176,391,1167,33.50%,198,54,252
"City of Houston, Proposition E",0343,436,483,919,1904,48.27%,370,270,640
"City of Houston, Proposition E",0344,395,245,640,1207,53.02%,281,97,378
"City of Houston, Proposition E",0345,428,357,785,1708,45.96%,422,154,576
"City of Houston, Proposition E",0346,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0347,96,59,155,341,45.45%,57,41,98
"City of Houston, Proposition E",0350,1112,780,1892,2906,65.11%,925,620,1545
"City of Houston, Proposition E",0351,250,59,309,412,75.00%,63,187,250
"City of Houston, Proposition E",0353,22,14,36,131,27.48%,18,5,23
"City of Houston, Proposition E",0354,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0355,700,286,986,1384,71.24%,467,228,695
"City of Houston, Proposition E",0356,1382,618,2000,2836,70.52%,691,942,1633
"City of Houston, Proposition E",0357,1633,709,2342,3371,69.47%,587,1301,1888
"City of Houston, Proposition E",0358,466,292,758,1583,47.88%,411,83,494
"City of Houston, Proposition E",0359,706,482,1188,3008,39.49%,675,140,815
"City of Houston, Proposition E",0360,969,515,1484,2190,67.76%,601,592,1193
"City of Houston, Proposition E",0361,135,691,826,1585,52.11%,506,156,662
"City of Houston, Proposition E",0363,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0364,614,463,1077,1798,59.90%,359,460,819
"City of Houston, Proposition E",0365,734,245,979,1302,75.19%,471,263,734
"City of Houston, Proposition E",0367,328,212,540,1019,52.99%,288,130,418
"City of Houston, Proposition E",0368,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0369,107,53,160,490,32.65%,74,49,123
"City of Houston, Proposition E",0371,226,69,295,475,62.11%,99,52,151
"City of Houston, Proposition E",0372,498,231,729,1215,60.00%,369,157,526
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0373,61,16,77,159,48.43%,28,18,46
"City of Houston, Proposition E",0374,139,187,326,748,43.58%,128,96,224
"City of Houston, Proposition E",0375,10,5,15,58,25.86%,6,4,10
"City of Houston, Proposition E",0376,271,110,381,738,51.63%,181,71,252
"City of Houston, Proposition E",0379,800,338,1138,2017,56.42%,547,267,814
"City of Houston, Proposition E",0380,84,33,117,150,78.00%,24,61,85
"City of Houston, Proposition E",0381,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0382,0,4,4,0,0.00%,1,1,2
"City of Houston, Proposition E",0383,599,485,1084,2076,52.22%,443,306,749
"City of Houston, Proposition E",0384,1172,505,1677,2596,64.60%,812,420,1232
"City of Houston, Proposition E",0385,1099,621,1720,2175,79.08%,539,871,1410
"City of Houston, Proposition E",0388,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0389,283,261,544,975,55.79%,292,106,398
"City of Houston, Proposition E",0390,644,368,1012,1565,64.66%,589,206,795
"City of Houston, Proposition E",0391,555,253,908,1326,68.48%,320,419,739
"City of Houston, Proposition E",0392,737,197,934,1441,64.82%,475,154,629
"City of Houston, Proposition E",0393,346,281,627,1206,51.99%,271,206,477
"City of Houston, Proposition E",0395,830,491,1321,1820,72.58%,411,696,1107
"City of Houston, Proposition E",0396,1157,219,1376,2073,66.38%,528,227,755
"City of Houston, Proposition E",0397,0,1,1,2,50.00%,0,1,1
"City of Houston, Proposition E",0398,0,1,1,0,0.00%,0,0,0
"City of Houston, Proposition E",0400,0,6,6,0,0.00%,3,1,4
"City of Houston, Proposition E",0401,723,284,1007,1876,53.68%,379,163,542
"City of Houston, Proposition E",0402,840,234,1074,1622,66.21%,497,260,757
"City of Houston, Proposition E",0403,791,527,1318,1703,77.39%,516,591,1107
"City of Houston, Proposition E",0405,0,1,1,0,0.00%,1,0,1
"City of Houston, Proposition E",0406,281,72,353,610,57.87%,145,57,202
"City of Houston, Proposition E",0407,1317,1000,2317,3652,63.44%,780,1084,1864
"City of Houston, Proposition E",0408,31,10,41,104,39.42%,14,16,30
"City of Houston, Proposition E",0410,337,102,439,849,51.71%,184,103,287
"City of Houston, Proposition E",0411,1,100,101,0,0.00%,47,13,60
"City of Houston, Proposition E",0412,193,74,267,433,61.66%,132,45,177
"City of Houston, Proposition E",0413,0,0,0,0,0.00%,0,0,0
"City of Houston, Proposition E",0416,918,850,1768,2956,59.81%,713,640,1353
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"City of Houston, Proposition E",0417,403,258,661,1127,58.65%,244,264,508
"City of Houston, Proposition E",0418,1057,758,1815,3420,53.07%,801,523,1324
"City of Houston, Proposition E",0421,124,92,216,467,46.25%,111,43,154
"City of Houston, Proposition E",0422,1456,585,2041,3345,61.02%,1061,327,1388
"City of Houston, Proposition E",0423,176,293,469,851,55.11%,168,136,304
"City of Houston, Proposition E",0424,435,1,57,592,888,66.67%,235,249,484
"City of Houston, Proposition E",0425,227,234,461,875,52.69%,193,126,319
"City of Houston, Proposition E",0426,415,283,698,1224,57.03%,236,315,551
"City of Houston, Proposition E",0427,325,249,574,1115,51.48%,260,164,424
"City of Houston, Proposition E",0428,49,34,83,160,51.88%,31,27,58
"City of Houston, Proposition E",0429,1091,777,1868,3929,47.54%,906,314,1220
"City of Houston, Proposition E",0430,403,335,738,1654,44.62%,319,140,459
"City of Houston, Proposition E",0431,819,403,1222,3188,38.33%,606,259,865
"City of Houston, Proposition E",0432,311,271,582,1344,43.30%,301,156,457
"City of Houston, Proposition E",0433,139,106,245,573,42.76%,123,49,172
"City of Houston, Proposition E",0434,628,371,999,1386,72.08%,380,411,791
"City of Houston, Proposition E",0435,1534,768,2302,3097,74.33%,782,1030,1812
"City of Houston, Proposition E",0436,1334,709,2043,3012,67.83%,705,931,1636
"City of Houston, Proposition E",0437,951,542,1493,2007,74.39%,475,767,1242
"City of Houston, Proposition E",0438,1046,387,1433,1802,79.52%,440,748,1188
